pl_name,hostname,pl_orbper,pl_bmasse,pl_rade,st_teff,st_mass,st_rad,disc_year,disc_facility,sy_dist,ra,dec,pl_eqt,pl_dens
TOI-262 b,TOI-262,11.14529,,2.07,5310.0,0.913,0.853,2023,Transiting Exoplanet Survey Satellite (TESS),43.932,32.534687,-31.0706272,584.0,
Kepler-1052 b,Kepler-1052,34.8538276,,2.93,5888.0,1.03,1.03,2016,Kepler,943.444,295.34273,46.6022134,,
Kepler-1223 b,Kepler-1223,16.301259,,1.22,4870.0,0.8,0.75,2016,Kepler,459.957,285.2956462,44.5527542,,
TOI-2570 b,TOI-2570,2.9887615,260.61929374,13.64132951,5771.0,1.063,1.095,2022,Transiting Exoplanet Survey Satellite (TESS),361.857,87.1880397,32.0840435,1431.0,0.563
HATS-4 b,HATS-4,2.516729,420.471,11.433,5403.0,1.001,0.925,2014,HATSouth,416.459,94.1120914,-22.5468824,1315.0,1.55
Kepler-1274 b,Kepler-1274,6.98152703,,1.42,6179.0,1.45,2.17,2016,Kepler,614.648,284.5936858,46.4497364,,
Kepler-390 c,Kepler-390,13.060022,,0.79,5166.0,,0.776,2014,Kepler,435.277,291.6288086,41.2088351,,
Kepler-1399 b,Kepler-1399,1.638653058,,1.25,5735.0,0.97,0.96,2016,Kepler,1385.7,293.3116962,46.0416516,,
Kepler-754 b,Kepler-754,14.5596237,,2.01,5935.0,1.06,1.08,2016,Kepler,1770.27,293.2541121,37.8461519,,
HAT-P-62 b,HAT-P-62,2.6453235,241.86741773,12.02723629,5629.0,1.023,1.17,2021,HATNet,348.815,74.5043816,48.3008551,1512.0,0.77
HD 23472 f,HD 23472,12.1621839,0.77,1.137,4684.0,0.67,0.71,2022,Transiting Exoplanet Survey Satellite (TESS),39.0341,55.4590314,-62.7672667,630.0,3.0
NGTS-5 b,NGTS-5,3.3569866,72.78307,12.733424,4987.0,0.661,0.739,2019,Next-Generation Transit Survey (NGTS),306.779,221.0582692,5.6053735,952.0,
Kepler-1711 b,Kepler-1711,21.06080055,,1.923,5706.0,0.94,1.034,2021,Kepler,590.268,298.1772916,42.2370289,,
Kepler-560 b,Kepler-560,18.47764449,,1.72,3556.0,0.34,0.33,2016,Kepler,109.308,300.2066441,45.0182402,,
TOI-257 b,TOI-257,18.38818,43.86032017,7.16253867,6095.0,1.407,1.867,2021,Transiting Exoplanet Survey Satellite (TESS),76.9028,47.5172608,-50.8322632,1027.0,0.65
WASP-175 b,WASP-175,3.0652907,314.6517,13.540472,6229.0,1.212,1.204,2019,WASP-South,539.36,166.3187996,-34.1227453,1571.0,0.74
Kepler-282 e,Kepler-282,44.347,56.2,3.1,,0.97,0.89,2013,Kepler,1337.61,284.6772402,44.7976401,,
TOI-4342 b,TOI-4342,5.5382498,,2.266,3901.0,0.6296,0.599,2023,Transiting Exoplanet Survey Satellite (TESS),61.5204,324.3894196,-77.9791468,633.6,
Kepler-362 c,Kepler-362,37.866281,,1.45,5788.0,,0.722,2014,Kepler,1090.51,291.771603,47.5299192,,
TOI-2134 c,TOI-2134,95.5,41.89,7.27,4580.0,0.744,0.709,2023,Transiting Exoplanet Survey Satellite (TESS),22.6202,271.9355015,39.0729269,306.0,0.599
HAT-P-40 b,HAT-P-40,4.45724,152.5584,17.03768,6080.0,1.03,1.94,2012,HATNet,464.469,335.5129199,45.4573423,,
Kepler-346 c,Kepler-346,23.851549,,3.07,6033.0,,1.021,2014,Kepler,984.105,288.0119248,46.1176003,,
Kepler-128 b,Kepler-128,15.0,3.79,1.421,6072.0,1.184,1.659,2013,Kepler,396.379,282.4922622,43.9802442,,7.222837
Kepler-208 c,Kepler-208,7.466623,,1.39,6092.0,,1.314,2014,Kepler,775.328,293.8901979,42.5279413,,
WASP-158 b,WASP-158,3.656333,886.7457,11.99363,6350.0,1.38,1.39,2018,SuperWASP-South,524.993,4.1463468,-10.9764226,1590.0,3.1
K2-206 b,K2-206,18.294549,,2.79522879,5043.0,0.789481,0.758046,2018,K2,244.443,11.2564264,0.5931866,,
K2-74 b,K2-74,19.5666,,2.31,6060.0,0.96,0.98,2016,K2,377.822,339.9192984,-8.7145697,,
Kepler-1674 b,Kepler-1674,62.5611,,3.2057749,5473.91,0.96,0.877273,2020,Kepler,1012.48,294.8160447,45.3060844,,
Kepler-932 b,Kepler-932,1.921437396,,1.37,5331.0,0.87,0.84,2016,Kepler,465.612,296.9520797,43.2720233,,
WASP-73 b,WASP-73,4.08722,908.9938,15.91678,6030.0,2.52,2.55,2014,SuperWASP,316.678,319.9496969,-58.1489328,,
Kepler-917 b,Kepler-917,2.970414375,,1.91,5418.0,0.8,0.76,2016,Kepler,3460.51,299.0512562,47.9492677,,
WASP-71 b,WASP-71,2.90367,441.7837,13.22662,6050.0,0.76,1.82,2012,SuperWASP,362.715,29.2634506,0.7588247,,
TOI-1347 c,TOI-1347,4.841962,6.4,1.6,5464.0,0.913,0.83,2024,Transiting Exoplanet Survey Satellite (TESS),147.476,280.3266806,70.2900536,1000.0,4.1
Kepler-59 c,Kepler-59,17.9801235,,1.98,6074.0,1.04,0.94,2012,Kepler,1163.22,287.0394932,46.6401677,,
TOI-4994 b,TOI-4994,21.491984,88.99195396,8.54124329,5640.0,1.005,1.055,2024,Transiting Exoplanet Survey Satellite (TESS),329.304,283.1325335,-78.4344302,717.6,0.78
Kepler-552 b,Kepler-552,5.263415765,,3.95,5863.0,1.03,1.04,2016,Kepler,843.689,290.7476903,48.2419838,,
Kepler-873 b,Kepler-873,20.5533844,,3.75,6163.0,1.18,1.27,2016,Kepler,1182.22,296.4031319,51.2712773,,
HD 213885 b,HD 213885,1.008035,8.83,1.745,5978.0,1.068,1.1011,2019,Transiting Exoplanet Survey Satellite (TESS),48.0883,338.9837166,-59.864829,2128.0,9.15
TOI-1683.01,TOI-1683,3.0575356,,2.6382,4402.0,0.694661,0.7,2024,Transiting Exoplanet Survey Satellite (TESS),51.1884,65.9796504,27.8223701,929.25,
Kepler-1227 b,Kepler-1227,94.2887577,,2.29,5747.0,0.97,0.95,2016,Kepler,623.706,287.0664109,41.8749712,,
K2-238 b,K2-238,3.20466,273.3338,14.5717,5630.0,1.19,1.59,2018,K2,537.963,347.7043164,-7.8575592,1587.0,0.56
Kepler-1080 b,Kepler-1080,77.2548396,,3.28,5956.0,1.1,1.16,2016,Kepler,1382.82,296.4644914,49.1828952,,
Kepler-355 b,Kepler-355,11.03189,,1.46,6184.0,,1.066,2014,Kepler,1432.17,285.7994917,42.8117427,,
K2-213 b,K2-213,8.13087,,1.51398464,5794.0,1.069596,1.20424,2018,K2,389.702,13.1403998,3.5077702,,
Kepler-28 c,Kepler-28,8.99,2.06,1.857,4499.3,0.684,0.664,2011,Kepler,438.359,292.1370409,42.4294835,,1.764357
K2-136 d,K2-136,25.575,3.0,1.565,4500.0,0.742,0.677,2017,K2,59.2474,67.4128615,22.8825674,420.0,4.3
K2-46 b,K2-46,19.1541,,2.05,6256.0,0.96,1.29,2016,K2,449.237,174.2662454,-0.90721,,
KOI-1833 d,Kepler-968,7.685,11.02,2.58,4413.0,0.681,0.667,2021,Kepler,290.324,285.6025889,50.1120401,613.0,4.5
K2-43 c,K2-43,2.198884,,2.42,3840.6,0.571,0.542,2019,K2,182.536,169.117028,-3.9754405,1093.7,
Kepler-1617 b,Kepler-1617,27.4785572,,1.2,6167.0,1.15,1.22,2016,Kepler,898.31,287.9371747,46.4184781,,
Kepler-893 b,Kepler-893,6.33855761,,3.03,5820.0,1.0,0.99,2016,Kepler,1285.59,284.9630591,43.9130282,,
Kepler-142 d,Kepler-142,41.809118,,2.16,5790.0,,1.269,2014,Kepler,548.686,295.1190067,48.4813635,,
Kepler-1840 b,Kepler-1840,131.1900024,,2.77771129,4898.0,0.774,0.803,2021,Kepler,513.107,298.5948803,41.4359643,,
K2-347 b,K2-347,7.187257,,2.41,4599.0,0.66,0.63,2021,K2,320.336,126.3726821,23.2974061,640.0,
Kepler-321 b,Kepler-321,4.915379,,1.77,5740.0,,1.194,2014,Kepler,384.542,294.4536991,44.1457626,,
Kepler-104 c,Kepler-104,23.668205,,3.13,5711.0,,1.349,2014,Kepler,400.785,287.6046621,42.1665104,,
Kepler-1833 b,Kepler-1833,6.892129898,,1.30027362,6164.0,1.286,1.446,2021,Kepler,591.602,290.8714239,45.4102813,,
2MASS J02192210-3925225 b,2MASS J02192210-3925225,,4417.837,16.14096,3064.0,0.108,0.281,2015,Cerro Tololo Inter-American Observatory,,34.8427046,-39.4230767,,
Kepler-872 b,Kepler-872,2.578855068,,1.99,5902.0,1.05,1.08,2016,Kepler,879.683,295.4174725,43.6056117,,
Kepler-1649 b,Kepler-1649,8.689099,,1.017,3240.0,0.1977,0.2317,2017,Kepler,92.1913,292.5029676,41.8299933,307.0,
K2-374 b,K2-374,4.521953,,1.593,5789.0,0.731,0.907,2022,K2,359.439,137.3794986,16.3558324,,
Kepler-1154 b,Kepler-1154,5.1856142,,2.34,6327.0,1.26,1.43,2016,Kepler,1460.1,297.4771158,39.8772345,,
WASP-162 b,WASP-162,9.62468,1652.716,11.209,5300.0,0.95,1.11,2018,SuperWASP-South,310.841,168.2929079,-17.6577794,910.0,6.9
Kepler-487 b,Kepler-487,15.358768403,,11.42,5444.0,0.91,0.88,2016,Kepler,872.343,295.2872318,41.2220033,,
TOI-669 b,TOI-669,3.945152,10.0,2.58606487,5597.0,0.9245,0.9882,2023,Transiting Exoplanet Survey Satellite (TESS),142.867,158.9007013,-5.1813735,1124.85,3.17
Kepler-1196 b,Kepler-1196,66.1849031,,2.23,5756.0,0.98,0.97,2016,Kepler,922.333,292.369585,43.9108663,,
Kepler-121 b,Kepler-121,3.177422,,2.34,5311.0,,0.701,2014,Kepler,510.523,286.1621273,39.6780204,,
Kepler-1073 b,Kepler-1073,8.67888593,,2.3,5792.0,1.0,1.0,2016,Kepler,809.897,294.1527259,38.2330886,,
Kepler-1003 b,Kepler-1003,3.554856915,,1.78,6109.0,1.11,1.17,2016,Kepler,941.902,292.0204349,44.8762427,,
Kepler-167 e,Kepler-167,1071.23205,321.00669107,10.16,4884.0,0.777,0.749,2016,Kepler,341.908,292.6585253,38.3455558,134.4,1.68
LP 791-18 c,LP 791-18,4.9899093,7.1,2.438,2960.0,0.139,0.182,2019,Transiting Exoplanet Survey Satellite (TESS),26.4927,165.6904843,-16.4064445,324.4,
Kepler-169 d,Kepler-169,8.348125,,1.25,4997.0,,0.763,2014,Kepler,406.529,285.9999204,40.9193822,,
TIC 46432937 b,TIC 46432937,1.44044527,1017.0509024,13.31626907,3572.0,0.563,0.5299,2024,Transiting Exoplanet Survey Satellite (TESS),90.5369,83.8689794,-14.5971909,872.0,2.37
Kepler-1066 b,Kepler-1066,1.931559839,,2.36,5762.0,0.98,0.98,2016,Kepler,344.251,298.866621,46.5022325,,
Kepler-316 c,Kepler-316,6.827766,,1.16,4204.0,,0.52,2014,Kepler,384.938,290.825835,44.1838993,,
Kepler-1686 b,Kepler-1686,9.30987,,1.42553017,5714.96,1.02,1.19951,2020,Kepler,729.823,291.6067189,42.0359783,,
Kepler-1704 b,Kepler-1704,988.88112,1322.16617312,11.94877343,5746.0,1.132,1.697,2013,Kepler,835.455,291.2012559,51.1442437,253.8,4.07
Kepler-1224 b,Kepler-1224,13.32351601,,1.33,6155.0,1.18,1.22,2016,Kepler,559.598,286.6257591,37.537313,,
K2-331 b,K2-331,9.398977,,1.79,5994.0,1.1,1.06,2021,K2,211.43,132.7376431,13.170269,909.0,
TOI-3819 b,TOI-3819,3.2443141,352.78953177,13.13692538,5859.0,1.242,1.538,2023,Transiting Exoplanet Survey Satellite (TESS),558.141,121.8632568,29.3886446,1633.0,0.85
Kepler-364 b,Kepler-364,25.745718,,1.55,6108.0,,1.284,2014,Kepler,891.462,281.5699998,47.3986233,,
TOI-776 b,TOI-776,8.24662,5.0,1.798,3725.0,0.542,0.547,2020,Transiting Exoplanet Survey Satellite (TESS),27.1701,178.577997,-37.5533568,520.0,4.8
Kepler-1457 b,Kepler-1457,51.1110243,,1.99,5866.0,1.01,1.01,2016,Kepler,889.885,283.7705481,42.027203,,
TOI-181 b,TOI-181,4.532,46.1687,6.9559,4994.0,0.822,0.745,2023,Transiting Exoplanet Survey Satellite (TESS),96.2338,352.1725409,-34.4914099,895.1,0.7562
K2-393 b,K2-393,10.413181,,2.352,5678.0,0.881,1.071,2022,K2,265.914,348.5159113,-0.0821031,,
Kepler-181 b,Kepler-181,3.137873,,1.27,5333.0,,0.749,2014,Kepler,609.283,296.1512831,50.0957806,,
Kepler-916 b,Kepler-916,32.2968798,,1.76,5248.0,0.85,0.81,2016,Kepler,830.712,290.9833818,45.9733334,,
TOI-2803 A b,TOI-2803 A,1.96229325,309.88269682,18.11371281,6280.0,1.118,1.245,2023,Transiting Exoplanet Survey Satellite (TESS),494.818,93.1147397,-23.4924956,1893.0,0.287
WASP-53 b,WASP-53,3.3098443,677.61356,12.038466,4953.0,0.839,0.798,2017,Multiple Facilities,201.338,31.9091639,-20.661843,1053.0,2.28
Kepler-129 b,Kepler-129,15.79,20.0,2.4,5770.0,1.178,1.653,2014,Kepler,408.845,285.3111845,47.8484775,,8.1
K2-247 b,K2-247,2.25021,,2.12,4667.0,0.74,0.69,2018,K2,258.113,188.8935189,-10.0692793,979.0,
Kepler-1966 b,Kepler-1966,8.617429733,,1.10479327,5009.0,0.797,0.84,2021,Kepler,484.601,292.4637788,41.2990438,,
Kepler-62 d,Kepler-62,18.16406,14.0,1.95,4925.0,0.69,0.64,2013,Kepler,300.874,283.2125621,45.3496992,510.0,
Kepler-1834 b,Kepler-1834,4.603010178,,1.4593834,4821.0,0.765,0.788,2021,Kepler,500.395,294.6646789,39.7838461,,
Kepler-755 c,Kepler-755,2.853133644,,1.26,5043.0,0.82,0.77,2016,Kepler,399.034,296.8609348,41.0973178,,
TOI-199 b,TOI-199,104.854,54.03082919,9.07927437,5255.0,0.936,0.82,2023,Transiting Exoplanet Survey Satellite (TESS),102.27,80.1058735,-59.8954326,,
Kepler-1814 b,Kepler-1814,2.935359955,,2.36961357,4922.0,0.79,0.823,2021,Kepler,726.346,285.2166767,41.2824449,,
TOI-1758 b,TOI-1758,20.705074685,,3.62,5169.0,0.88,0.81,2024,Transiting Exoplanet Survey Satellite (TESS),96.6215,354.741581,75.6852317,,
Kepler-333 b,Kepler-333,12.551158,,1.32,4259.0,,0.534,2014,Kepler,324.413,292.2861201,40.9135429,,
Kepler-765 b,Kepler-765,27.6655226,,2.43,5901.0,1.05,1.06,2016,Kepler,1076.28,283.1846044,47.1557114,,
Kepler-637 b,Kepler-637,23.20584623,,4.75,6096.0,1.64,2.56,2016,Kepler,786.091,292.4172566,41.4168384,,
Kepler-784 b,Kepler-784,31.5922646,,1.58,5674.0,1.0,1.32,2016,Kepler,1303.72,295.9206663,47.4486164,,
Kepler-1338 b,Kepler-1338,0.935118057,,0.92,5909.0,1.04,1.05,2016,Kepler,753.26,284.0422701,41.6990348,,
K2-272 b,K2-272,14.4536756,,3.13,5397.0,0.86,0.83,2018,K2,423.065,132.6211743,17.5423852,747.0,
HATS-41 b,HATS-41,4.193649,3082.951,14.90797,6424.0,1.496,1.71,2018,HATSouth,737.668,103.5173558,-27.0504156,1710.0,5.1
HAT-P-25 b,HAT-P-25,3.65281514,180.84527,12.722215,5519.0,1.012,0.919,2010,HATNet,300.384,48.4354731,25.1973548,1182.0,0.483
Kepler-288 c,Kepler-288,19.305772,,2.85,5918.0,,1.091,2014,Kepler,1194.15,288.9163997,39.5947523,,
EPIC 212587672 b,EPIC 212587672,15.28078,,1.26,6004.0,0.99,0.98,2019,K2,320.07,205.4445125,-10.8625468,756.0,
Kepler-247 c,Kepler-247,9.439452,,4.09,5100.0,,0.768,2014,Kepler,663.711,288.6425609,43.0393769,,
Kepler-1751 b,Kepler-1751,7.017310143,,1.82417378,6052.0,0.974,0.967,2021,Kepler,1291.47,284.8465476,49.6923412,,
Kepler-292 b,Kepler-292,2.580827,,1.32,5299.0,,0.826,2014,Kepler,1056.48,295.7661979,42.4242822,,
HD 189733 b,HD 189733,2.21857567,359.1479,12.66617,5052.0,0.79,0.75,2005,Haute-Provence Observatory,19.7638,300.1821223,22.7097759,,
Kepler-1194 b,Kepler-1194,16.22371307,,1.51,5590.0,0.94,0.92,2016,Kepler,757.382,291.6994841,38.1452065,,
Kepler-1887 b,Kepler-1887,19.94750023,,2.92454357,5749.0,0.961,0.864,2021,Kepler,1366.18,288.9555263,44.705707,,
Kepler-1158 b,Kepler-1158,13.5396293,,2.34,6203.0,1.41,1.95,2016,Kepler,1484.25,292.2339048,41.5751832,,
TOI-3331 A b,TOI-3331 A,2.0180231,721.47048389,12.97999965,5609.0,1.016,0.952,2022,Transiting Exoplanet Survey Satellite (TESS),217.193,271.3241672,-34.107171,1488.0,1.82
Kepler-170 b,Kepler-170,7.930592,,3.2,5679.0,,1.035,2014,Kepler,738.657,284.5211975,41.6296562,,
Kepler-610 c,Kepler-610,151.86392,,3.3,5943.0,1.1,1.13,2016,Kepler,845.824,293.1713241,45.0655934,,
Kepler-342 d,Kepler-342,39.459357,,2.49,6175.0,,1.472,2014,Kepler,781.611,292.6780488,46.7266813,,
Kepler-230 b,Kepler-230,32.625555,,4.26,5588.0,,0.817,2014,Kepler,740.754,285.7185682,48.5058038,,
HR 8799 c,HR 8799,69000.0,3000.0,13.0,,1.5,,2008,Gemini Observatory,41.2441,346.8701486,21.1340376,,
K2-158 b,K2-158,10.06049,,2.64,5503.0,0.92,0.95,2018,K2,197.299,179.9397081,-5.7216879,794.0,
Kepler-110 c,Kepler-110,31.719775,,2.21,5960.0,,1.149,2014,Kepler,586.531,292.9291693,48.6028303,,
Kepler-1449 b,Kepler-1449,13.2274528,,1.68,5979.0,1.08,1.1,2016,Kepler,2006.48,288.2317293,50.5678345,,
Kepler-1008 b,Kepler-1008,12.43931193,,1.28,5066.0,0.81,0.78,2016,Kepler,282.565,296.5476395,44.9418307,,
WASP-161 b,WASP-161,5.4060425,791.3967,12.811887,6400.0,1.39,1.712,2018,SuperWASP-South,343.08,126.3378248,-11.5009889,1557.0,2.2
Kepler-197 c,Kepler-197,10.349695,,1.23,6004.0,,1.12,2014,Kepler,330.575,295.2264739,50.5592348,,
K2-375 b,K2-375,14.453895,,2.243,5822.0,1.119,1.543,2022,K2,696.1,130.5013137,20.3593003,,
TOI-1249 b,TOI-1249,13.079151,11.9,3.2710301,5497.0,1.0062,0.9785,2024,Transiting Exoplanet Survey Satellite (TESS),139.49,200.5615762,66.3085331,726.89,1.84
K2-387 b,K2-387,28.735327,,7.322,3572.0,0.57,0.585,2022,K2,266.318,19.4418282,11.3684915,,
Kepler-1256 b,Kepler-1256,12.4127754,,1.49,6129.0,1.17,1.36,2016,Kepler,891.192,291.4742443,44.6834119,,
TrES-1 b,TrES-1,3.03007,266.9772,12.66617,5230.0,1.04,0.85,2004,TrES,159.658,286.0408755,36.632536,,
K2-351 b,K2-351,7.806164,,2.54,5769.0,1.02,1.05,2021,K2,694.734,206.6522408,-11.8049588,934.0,
Kepler-118 b,Kepler-118,7.518496,,1.96,5274.0,,1.094,2014,Kepler,574.228,299.2131881,41.4248195,,
Kepler-1444 b,Kepler-1444,33.42035034,,2.18,5810.0,1.03,1.05,2016,Kepler,319.675,285.3306799,42.0405016,,
Kepler-1323 b,Kepler-1323,0.929906678,,1.52,6169.0,1.18,1.4,2016,Kepler,465.417,292.8722515,46.098729,,
Kepler-1532 b,Kepler-1532,1.093663559,,1.35,5559.0,0.91,0.88,2016,Kepler,798.246,296.902784,41.1981424,,
K2-138 e,K2-138,8.26146,12.97,3.39,5356.3,0.935,0.863,2017,K2,202.585,348.9490311,-10.8497391,,1.8
HAT-P-50 b,HAT-P-50,3.1220109,429.0705,14.437192,6280.0,1.273,1.698,2015,HATNet,515.458,118.0634379,12.1393474,1862.0,0.78
K2-368 c,K2-368,9.660186,,1.361,4663.0,0.746,0.663,2022,K2,206.608,332.6357627,-11.1661157,,
NGTS-30 b,NGTS-30,98.29838,305.11527072,10.40193409,5455.0,0.94,0.913,2024,Transiting Exoplanet Survey Satellite (TESS),238.377,173.714867,-24.6054801,500.0,
Kepler-1423 b,Kepler-1423,23.955378,,1.06,4939.0,0.79,0.75,2016,Kepler,,288.2437481,41.1100655,,
Kepler-1615 b,Kepler-1615,47.3126192,,2.06,5865.0,1.04,1.05,2016,Kepler,1393.83,286.3592066,42.2273971,,
Kepler-856 b,Kepler-856,8.027680595,,9.3,5535.0,0.96,0.93,2016,Kepler,1351.17,289.6038379,46.3149097,,
Kepler-1202 b,Kepler-1202,28.6851324,,2.94,5834.0,1.03,1.04,2016,Kepler,1175.38,292.290606,44.6532281,,
HD 136352 d,HD 136352,107.245,8.82,2.562,5664.0,0.87,1.058,2019,La Silla Observatory,14.682,230.4401147,-48.3188174,431.0,2.878108
Kepler-1651 b,Kepler-1651,9.87863917,,1.84,3713.0,0.522,0.503,2017,Kepler,66.4074,283.6282602,48.3908081,,
K2-275 b,K2-275,3.2809626,,2.34,4841.0,0.77,0.69,2018,K2,123.438,132.1698795,20.4550162,1166.0,
TOI-5795 b,TOI-5795,6.1406325,23.66,5.62,5715.0,0.901,1.082,2025,Transiting Exoplanet Survey Satellite (TESS),156.53,304.868782,-7.5476595,1136.78,0.73
Ross 176 b,Ross 176,5.0066338,4.57,1.84,4041.0,0.577,0.569,2025,Transiting Exoplanet Survey Satellite (TESS),46.4488,305.6897438,47.3086191,682.0,4.03
TOI-7149 b,TOI-7149,2.65206166,224.0,13.2,3363.0,0.344,0.351,2025,Transiting Exoplanet Survey Satellite (TESS),126.126,244.7384657,19.1758116,593.0,0.53
TOI-5817 b,TOI-5817,15.61031,10.3,3.08,5770.0,0.97,1.427,2025,Transiting Exoplanet Survey Satellite (TESS),80.7542,322.3777987,21.474527,950.0,1.93
Kepler-1162 b,Kepler-1162,32.5637069,,2.21,5390.0,0.89,0.84,2016,Kepler,940.211,283.2920273,45.4339813,,
Kepler-292 c,Kepler-292,3.715335,,1.47,5299.0,,0.826,2014,Kepler,1056.48,295.7661979,42.4242822,,
Kepler-435 b,Kepler-435,8.6001536,266.97,22.31,6161.0,1.538,3.21,2015,Kepler,1418.77,292.2873012,43.1972542,1729.0,0.131
Kepler-352 c,Kepler-352,16.332995,,1.24,5212.0,,0.781,2014,Kepler,252.733,299.8966237,46.0519022,,
CoRoT-14 b,CoRoT-14,1.51214,2415.4,12.22,6035.0,1.13,1.21,2010,CoRoT,1744.6,103.4242023,-5.5360385,1952.0,7.3
HATS-35 b,HATS-35,1.8209993,388.38826,16.409976,6300.0,1.317,1.433,2016,HATSouth,514.555,296.688442,-63.5656488,2037.0,0.484
TOI-4504 c,TOI-4504,82.97213,1197.32317485,11.09689089,5315.0,0.89,0.92,2024,Transiting Exoplanet Survey Satellite (TESS),342.605,114.4673065,-62.0782776,,
Kepler-1141 b,Kepler-1141,2.344511944,,0.82,5791.0,1.01,1.07,2016,Kepler,393.642,290.5436836,47.7259073,,
HD 183579 b,HD 183579,17.471291,20.4,3.49,5784.0,0.996,0.96,2021,Transiting Exoplanet Survey Satellite (TESS),57.2651,293.2866147,-54.5327284,752.0,2.65
Kepler-671 b,Kepler-671,4.280958588,,2.69,5624.0,0.97,0.95,2016,Kepler,1168.26,294.2657519,49.3140933,,
Kepler-1542 b,Kepler-1542,3.95116882,,0.76,5564.0,0.94,0.99,2016,Kepler,399.114,285.7284757,42.6544651,,
Kepler-182 c,Kepler-182,20.684342,,3.43,6250.0,,1.146,2014,Kepler,1549.09,289.8301128,50.5862025,,
WASP-193 b,WASP-193,6.2463345,44.17814857,16.40994774,6078.0,1.059,1.239,2023,WASP-South,362.087,164.3491401,-29.9971229,1254.0,0.059
Kepler-783 c,Kepler-783,7.05395,,2.33153725,5411.49,0.94,0.872088,2020,Kepler,516.09,291.0628615,47.484789,,
GJ 414 A c,GJ 414 A,749.83,53.83,8.4,4120.0,0.65,0.68,2021,W. M. Keck Observatory,11.8893,167.7745044,30.4451688,124.7,
HAT-P-17 b,HAT-P-17,10.33852,184.3414,11.76945,5246.0,0.99,0.87,2010,HATNet,92.3831,324.5359781,30.4881882,,
HR 858 b,HR 858,3.585287,3.55,2.004,6354.0,1.204,1.258,2019,Transiting Exoplanet Survey Satellite (TESS),31.964,42.9849779,-30.8140609,1552.0,2.44
Kepler-447 b,Kepler-447,7.79430132,435.41,18.49,5493.0,1.0,1.05,2015,Kepler,268.041,285.2685283,48.5598835,,0.4
TIC 434398831 c,TIC 434398831,6.210291,,5.63,5638.0,0.992,0.909,2025,Transiting Exoplanet Survey Satellite (TESS),217.011,93.9592639,16.0238459,1050.0,
Kepler-1485 b,Kepler-1485,19.9157725,,1.47,6087.0,1.11,1.12,2016,Kepler,615.66,298.0954404,44.7370612,,
TOI-2010 b,TOI-2010,141.834025,408.7273314,11.81426566,5929.0,1.112,1.079,2023,Transiting Exoplanet Survey Satellite (TESS),109.19,292.1669417,53.4873694,400.2,1.36
HAT-P-64 b,HAT-P-64,4.007232,184.34047606,19.08889413,6457.0,1.298,1.735,2021,HATNet,651.897,68.9743955,2.4312732,1766.0,0.144
Kepler-1394 b,Kepler-1394,3.93766373,,1.39,6481.0,1.64,2.55,2016,Kepler,640.409,283.4532068,45.0840729,,
Kepler-1220 b,Kepler-1220,7.42693741,,1.52,5842.0,1.0,0.99,2016,Kepler,961.907,297.070398,42.9777396,,
Kepler-573 b,Kepler-573,22.18329658,,2.79,5746.0,0.99,1.02,2016,Kepler,771.471,289.5211955,51.2374057,,
TOI-1278 b,TOI-1278,14.47567,5879.8255295,12.21778896,3799.0,0.54,0.573,2021,Transiting Exoplanet Survey Satellite (TESS),75.5759,320.4784442,35.648625,,18.0
Kepler-1787 b,Kepler-1787,39.31370163,,2.31898181,6060.0,1.008,0.925,2021,Kepler,778.602,289.0643042,47.1174041,,
Kepler-1988 b,Kepler-1988,11.49500229,,1.53,6033.0,1.127,1.788,2023,Kepler,513.426,298.6738034,43.7955099,1105.0,
Kepler-280 b,Kepler-280,2.139542,,1.45,5744.0,,0.886,2014,Kepler,780.361,291.3905325,42.1804735,,
K2-88 b,K2-88,4.6122,,1.23,3537.0,0.258,0.256,2016,K2,110.561,54.7514566,19.1199667,,
K2-190 c,K2-190,21.574023,,1.09308317,5631.0,0.904597,0.912206,2018,K2,160.679,205.3630485,-13.1608686,,
Kepler-1214 b,Kepler-1214,18.82634264,,2.36,5130.0,0.85,0.8,2016,Kepler,729.227,285.1427113,49.8006565,,
Kepler-1978 b,Kepler-1978,10.84969477,,2.67,5251.0,0.869,0.778,2023,Kepler,865.512,286.0067312,38.0095407,676.0,
Kepler-20 d,Kepler-20,77.611455,13.4,2.606,5495.0,0.929,0.9164,2011,Kepler,282.563,287.6979913,42.3385782,430.0,4.1
HD 22946 d,HD 22946,47.42489,26.57,2.607,6169.0,1.098,1.117,2023,Transiting Exoplanet Survey Satellite (TESS),62.7792,54.819538,-42.7630276,546.0,10.8
Kepler-248 c,Kepler-248,16.239494,,4.07,5190.0,,0.831,2014,Kepler,738.792,293.0613138,43.5813577,,
K2-282 b,K2-282,4.169783,,2.5,5499.0,,1.0,2018,K2,496.289,13.4321524,7.9952914,,
TOI-2274 b,TOI-2274,2.67963,,2.45,3943.0,0.612,0.631,2024,Transiting Exoplanet Survey Satellite (TESS),48.876,277.459311,40.5414117,771.46,
Kepler-1642 b,Kepler-1642,12.2057513,,3.2,5355.0,0.88,0.84,2016,Kepler,413.873,297.2121215,43.643789,,
Kepler-711 b,Kepler-711,23.58914398,,3.41,5222.0,0.84,0.8,2016,Kepler,624.575,297.4600468,42.8398172,,
